Nr.;Bals.ID;Tema
1867;16264;5
1868;16265;2
1869;16265;2
1870;16268;6
1871;16269;2
1872;16271;3
1873;16271;3
1874;16272;3
1875;16274;4
1876;16275;4
1877;16276;6
1878;16277;2
1879;16278;3
1880;16281;1
1881;16283;2
1882;16292;1
1883;16295;5
1884;16296;1
1885;16299;2
1886;16300;5
1887;16302;3
1888;16302;3
1889;16303;4
1890;16303;4
1891;16303;4
1892;16303;4
1893;16303;4
1894;16303;4
1895;16303;4
1896;16304;2
1897;16305;4
1898;16308;1
1899;16309;3
1900;16310;1
1901;16311;5
1902;16312;5
1903;16313;5
1904;16318;2
1905;16319;2
1906;16321;3
1907;16322;2
1908;16323;2
1909;16324;2
1910;16324;2
1911;16325;5
1912;16325;5
1913;16325;5
1914;16325;5
1915;16326;5
1916;16328;2
1917;16329;5
1918;16330;1
1919;16333;3
1920;16335;4
1921;16337;4
1922;16338;5
1923;16339;5
1924;16340;5
1925;16346;3
1926;16347;3
1927;16350;1
1928;16352;5
1929;16352;5
1930;16355;4
1931;16361;4
1932;16362;3
1933;16364;4
1934;16365;5
1935;16366;2
1936;16367;5
1937;16368;1
1938;16369;5
1939;16370;1
1940;16371;1
1941;16372;1
1942;16373;4
1943;16374;5
1944;16375;4
1945;16376;5
1946;16377;5
1947;16378;4
1948;16379;2
1949;16380;5
1950;16383;1
1951;16386;1
1952;16390;1
1953;16391;4
1954;16394;1
1955;16397;2
1956;16398;2
1957;16398;2
1958;16402;3
1959;16404;3
1960;16407;1
1961;16410;2
1962;16412;5
1963;16415;4
1964;16416;5
1965;16418;2
1966;16422;1
1967;16427;1
1968;16430;4
1969;16430;4
1970;16430;4
1971;16431;3
1972;16431;3
1973;16431;3
1974;16432;1
1975;16432;1
1976;16432;1
1977;16432;1
1978;16432;1
1979;16433;2
1980;16434;3
1981;16435;6
1982;16436;2
1983;16436;2
1984;16439;1
1985;16440;4
1986;16442;5
1987;16445;1
1988;16447;5
1989;16448;1
1990;16449;1
1991;16455;1
1992;16456;5
1993;16458;5
1994;16459;5
1995;16461;5
1996;16462;2
1997;16468;3
1998;16468;3
1999;16468;3
2000;16468;3
2001;16468;3
2002;16470;1
2003;16476;1
2004;16477;2
2005;16477;2
2006;16480;5
2007;16482;5
2008;16482;5
2009;16483;5
2010;16487;5
2011;16488;2
2012;16490;5
2013;16492;5
2014;16494;3
2015;16494;3
2016;16494;3
2017;16494;3
2018;16495;2
2019;16498;5
2020;16501;1
2021;16502;2
2022;16502;2
2023;16503;5
2024;16504;3
2025;16504;3
2026;16504;3
2027;16504;3
2028;16504;3
2029;16504;3
2030;16504;3
2031;16504;3
2032;16504;3
2033;16505;5
2034;16505;5
2035;16508;5
2036;16508;5
2037;16510;4
2038;16510;4
2039;16512;3
2040;16512;3
2041;16512;3
2042;16512;3
2043;16513;5
2044;16514;3
2045;16514;3
2046;16514;3
2047;16514;3
2048;16514;3
2049;16514;3
2050;16514;3
2051;16514;3
2052;16514;3
2053;16514;3
2054;16514;3
2055;16514;3
2056;16514;3
2057;16514;3
2058;16514;3
2059;16514;3
2060;16514;3
2061;16514;3
2062;16514;3
2063;16514;3
2064;16514;3
2065;16514;3
2066;16514;3
2067;16514;3
2068;16514;3
2069;16514;3
2070;16514;3
2071;16514;3
2072;16514;3
2073;16514;3
2074;16515;5
2075;16516;4
2076;16518;4
2077;16519;2
2078;16520;4
2079;16523;5
2080;16524;1
2081;16525;1
2082;16526;1
2083;16528;3
2084;16529;5
2085;16530;5
2086;16531;5
2087;16532;5
2088;16533;5
2089;16534;5
2090;16535;5
2091;16536;5
2092;16537;2
2093;16538;3
2094;16538;3
2095;16538;3
2096;16538;3
2097;16539;2
2098;16540;3
2099;16553;6
2100;16555;5
2101;16558;5
2102;16559;4
2103;16562;1
2104;16563;3
2105;16564;5
2106;16565;3
2107;16565;3
2108;16570;1
2109;16575;4
2110;16577;2
2111;16578;3
2112;16579;5
2113;16579;5
2114;16579;5
2115;16579;5
2116;16579;5
2117;16579;5
2118;16580;5
2119;16580;5
2120;16581;5
2121;16582;5
2122;16584;5
2123;16586;4
2124;16586;4
2125;16586;4
2126;16587;5
2127;16595;5
2128;16596;5
2129;16597;5
2130;16598;5
2131;16599;5
2132;16600;3
2133;16603;1
2134;16606;3
2135;16607;2
2136;16607;2
2137;16607;2
2138;16609;1
2139;16609;1
2140;16614;3
2141;16615;5
2142;16620;1
2143;16623;5
2144;16628;3
2145;16629;5
2146;16629;5
2147;16629;5
2148;16629;5
2149;16630;2
2150;16631;2
2151;16632;1
2152;16634;6
2153;16634;6
2154;16635;5
2155;16639;6
2156;16642;1
2157;16645;1
2158;16646;4
2159;16647;2
2160;16649;4
2161;16649;4
2162;16649;4
2163;16650;4
2164;16650;4
2165;16650;4
2166;16650;4
2167;16651;4
2168;16652;1
2169;16652;1
2170;16653;2
2171;16654;5
2172;16655;5
2173;16656;2
2174;16657;5
2175;16657;5
2176;16658;5
2177;16659;5
2178;16662;1
2179;16663;1
2180;16664;1
2181;16665;1
2182;16666;3
2183;16666;3
2184;16666;3
2185;16666;3
2186;16666;3
2187;16666;3
2188;16666;3
2189;16666;3
2190;16666;3
2191;16666;3
2192;16666;3
2193;16666;3
2194;16666;3
2195;16666;3
2196;16666;3
2197;16666;3
2198;16666;3
2199;16666;3
2200;16666;3
2201;16666;3
2202;16666;3
2203;16667;5
2204;16672;3
2205;16674;4
2206;16675;5
2207;16675;5
2208;16675;5
2209;16677;5
2210;16677;5
2211;16680;1
2212;16680;1
2213;16681;3
2214;16682;5
2215;16683;5
2216;16686;3
2217;16688;4
2218;16688;4
2219;16691;1
2220;16692;1
2221;16693;1
2222;16693;1
2223;16694;3
2224;16699;1
2225;16700;5
2226;16702;3
2227;16703;3
2228;16703;3
2229;16703;3
2230;16704;5
2231;16704;5
2232;16705;4
2233;16705;4
2234;16706;5
2235;16707;4
2236;16708;5
2237;16709;4
2238;16709;4
2239;16710;5
2240;16711;3
2241;16712;3
2242;16714;2
2243;16716;2
2244;16720;3
2245;16720;3
2246;16722;3
2247;16723;2
2248;16723;2
2249;16723;2
2250;16723;2
2251;16723;2
2252;16723;2
2253;16723;2
2254;16727;5
2255;16728;3
2256;16730;5
2257;16736;1
2258;16743;2
2259;16746;3
2260;16808;4
2261;16809;1
2262;16811;1
2263;16815;5
2264;16816;2
2265;16817;4
2266;16820;3
2267;16823;1
2268;16824;2
2269;16826;4
2270;16878;2
2271;16888;1
2272;16888;1
2273;16888;1
2274;16888;1
2275;16897;3
2276;16898;5
2277;16899;1
2278;16899;1
2279;16900;5
2280;16900;5
2281;16900;5
2282;16900;5
2283;16900;5
2284;16900;5
2285;16900;5
2286;16900;5
2287;16900;5
2288;16900;5
2289;16900;5
2290;16900;5
2291;16900;5
2292;16902;5
2293;16903;5
2294;16904;5
2295;16905;5
2296;16906;5
2297;16908;4
2298;16911;2
2299;16919;2
2300;16920;2
2301;16923;3
2302;16932;2
2303;16932;2
2304;16933;5
2305;16933;5
2306;16934;3
2307;16935;2
2308;16935;2
2309;16935;2
2310;16935;2
2311;16936;1
2312;16937;2
2313;16939;2
2314;16940;3
2315;16943;2
2316;16946;4
2317;16947;1
2318;16948;1
2319;16951;1
2320;16952;6
2321;16953;1
2322;16954;5
2323;16955;2
2324;16957;3
2325;16959;6
2326;16959;6
2327;16960;2
2328;16960;2
2329;16960;2
2330;16969;2
2331;16976;4
2332;16976;4
2333;16977;3
2334;16978;3
2335;16978;3
2336;16978;3
2337;16978;3
2338;16979;3
2339;16980;5
2340;16981;3
2341;16982;4
2342;16983;6
2343;16984;5
2344;16985;3
2345;16986;3
2346;16988;3
2347;16990;1
2348;16991;1
2349;16992;1
2350;16993;2
2351;16993;2
2352;16993;2
2353;16996;2
2354;16998;5
2355;17000;5
2356;17001;5
2357;17002;5
2358;17003;1
2359;17004;1
2360;17006;3
2361;17010;3
2362;17010;3
2363;17010;3
2364;17010;3
2365;17010;3
2366;17011;3
2367;17012;2
2368;17014;1
2369;17020;4
2370;17021;4
2371;17023;2
2372;17023;2
2373;17024;2
2374;17025;5
2375;17026;1
2376;17027;1
2377;17028;2
2378;17031;3
2379;17031;3
2380;17032;5
2381;17033;5
2382;17037;3
2383;17039;4
2384;17039;4
2385;17040;5
2386;17043;2
